Community,Richness,Replicate,Motif,Count,Fraction
W0,6,136,4,6,0.3
W0,6,136,5,3,0.15
W0,6,136,6,4,0.2
W0,6,136,7,0,0
W0,6,137,1,1,0.05
W0,6,137,2,3,0.15
W0,6,137,3,2,0.1
W0,6,137,4,9,0.45
W0,6,137,5,1,0.05
W0,6,137,6,4,0.2
W0,6,137,7,0,0
W0,6,138,1,1,0.05
W0,6,138,2,5,0.25
W0,6,138,3,1,0.05
W0,6,138,4,6,0.3
W0,6,138,5,1,0.05
W0,6,138,6,6,0.3
W0,6,138,7,0,0
W0,6,139,1,1,0.05
W0,6,139,2,6,0.3
W0,6,139,3,2,0.1
W0,6,139,4,4,0.2
W0,6,139,5,1,0.05
W0,6,139,6,5,0.25
W0,6,139,7,1,0.05
W0,6,140,1,2,0.1
W0,6,140,2,2,0.1
W0,6,140,3,3,0.15
W0,6,140,4,6,0.3
W0,6,140,5,3,0.15
W0,6,140,6,4,0.2
W0,6,140,7,0,0
W0,6,141,1,1,0.05
W0,6,141,2,3,0.15
W0,6,141,3,2,0.1
W0,6,141,4,7,0.35
W0,6,141,5,3,0.15
W0,6,141,6,4,0.2
W0,6,141,7,0,0
W0,6,142,1,2,0.1
W0,6,142,2,3,0.15
W0,6,142,3,1,0.05
W0,6,142,4,7,0.35
W0,6,142,5,2,0.1
W0,6,142,6,5,0.25
W0,6,142,7,0,0
W0,6,143,1,2,0.1
W0,6,143,2,3,0.15
W0,6,143,3,2,0.1
W0,6,143,4,8,0.4
W0,6,143,5,1,0.05
W0,6,143,6,3,0.15
W0,6,143,7,1,0.05
W0,6,144,1,1,0.05
W0,6,144,2,2,0.1
W0,6,144,3,3,0.15
W0,6,144,4,8,0.4
W0,6,144,5,4,0.2
W0,6,144,6,1,0.05
W0,6,144,7,1,0.05
W0,6,145,1,2,0.1
W0,6,145,2,4,0.2
W0,6,145,3,3,0.15
W0,6,145,4,5,0.25
W0,6,145,5,1,0.05
W0,6,145,6,4,0.2
W0,6,145,7,1,0.05
W0,6,146,1,0,0
W0,6,146,2,4,0.2
W0,6,146,3,5,0.25
W0,6,146,4,6,0.3
W0,6,146,5,2,0.1
W0,6,146,6,2,0.1
W0,6,146,7,1,0.05
W0,6,147,1,0,0
W0,6,147,2,5,0.25
W0,6,147,3,2,0.1
W0,6,147,4,3,0.15
W0,6,147,5,5,0.25
W0,6,147,6,5,0.25
W0,6,147,7,0,0
W0,6,148,1,2,0.1
W0,6,148,2,4,0.2
W0,6,148,3,0,0
W0,6,148,4,6,0.3
W0,6,148,5,2,0.1
W0,6,148,6,6,0.3
W0,6,148,7,0,0
W0,6,149,1,0,0
W0,6,149,2,5,0.25
W0,6,149,3,1,0.05
W0,6,149,4,9,0.45
W0,6,149,5,0,0
W0,6,149,6,5,0.25
W0,6,149,7,0,0
W0,6,150,1,0,0
W0,6,150,2,5,0.25
W0,6,150,3,1,0.05
W0,6,150,4,6,0.3
W0,6,150,5,3,0.15
W0,6,150,6,5,0.25
W0,6,150,7,0,0
W0,6,151,1,0,0
W0,6,151,2,5,0.25
W0,6,151,3,2,0.1
W0,6,151,4,6,0.3
W0,6,151,5,2,0.1
W0,6,151,6,5,0.25
W0,6,151,7,0,0
W0,6,152,1,2,0.1
W0,6,152,2,3,0.15
W0,6,152,3,2,0.1
W0,6,152,4,7,0.35
W0,6,152,5,1,0.05
W0,6,152,6,5,0.25
W0,6,152,7,0,0
W0,6,153,1,4,0.2
W0,6,153,2,3,0.15
W0,6,153,3,3,0.15
W0,6,153,4,3,0.15
W0,6,153,5,1,0.05
W0,6,153,6,5,0.25
W0,6,153,7,1,0.05
W0,6,154,1,1,0.05
W0,6,154,2,3,0.15
W0,6,154,3,2,0.1
W0,6,154,4,8,0.4
W0,6,154,5,2,0.1
W0,6,154,6,4,0.2
W0,6,154,7,0,0
W0,6,155,1,3,0.15
W0,6,155,2,3,0.15
W0,6,155,3,4,0.2
W0,6,155,4,2,0.1
W0,6,155,5,2,0.1
W0,6,155,6,6,0.3
W0,6,155,7,0,0
W0,6,156,1,1,0.05
W0,6,156,2,4,0.2
W0,6,156,3,2,0.1
W0,6,156,4,3,0.15
W0,6,156,5,5,0.25
W0,6,156,6,5,0.25
W0,6,156,7,0,0
W0,6,157,1,2,0.1
W0,6,157,2,3,0.15
W0,6,157,3,2,0.1
W0,6,157,4,6,0.3
W0,6,157,5,2,0.1
W0,6,157,6,5,0.25
W0,6,157,7,0,0
W0,6,158,1,1,0.05
W0,6,158,2,5,0.25
W0,6,158,3,0,0
W0,6,158,4,3,0.15
W0,6,158,5,5,0.25
W0,6,158,6,6,0.3
W0,6,158,7,0,0
W0,6,159,1,0,0
W0,6,159,2,5,0.25
W0,6,159,3,2,0.1
W0,6,159,4,7,0.35
W0,6,159,5,1,0.05
W0,6,159,6,5,0.25
W0,6,159,7,0,0
W0,6,160,1,0,0
W0,6,160,2,6,0.3
W0,6,160,3,5,0.25
W0,6,160,4,2,0.1
W0,6,160,5,1,0.05
W0,6,160,6,6,0.3
W0,6,160,7,0,0
W0,6,161,1,2,0.1
W0,6,161,2,5,0.25
W0,6,161,3,0,0
W0,6,161,4,4,0.2
W0,6,161,5,3,0.15
W0,6,161,6,5,0.25
W0,6,161,7,1,0.05
W0,6,162,1,2,0.1
W0,6,162,2,1,0.05
W0,6,162,3,3,0.15
W0,6,162,4,8,0.4
W0,6,162,5,4,0.2
W0,6,162,6,1,0.05
W0,6,162,7,1,0.05
W0,6,163,1,3,0.15
W0,6,163,2,4,0.2
W0,6,163,3,3,0.15
W0,6,163,4,2,0.1
W0,6,163,5,1,0.05
W0,6,163,6,7,0.35
W0,6,163,7,0,0
W0,6,164,1,0,0
W0,6,164,2,5,0.25
W0,6,164,3,1,0.05
W0,6,164,4,6,0.3
W0,6,164,5,4,0.2
W0,6,164,6,3,0.15
W0,6,164,7,1,0.05
W0,6,165,1,2,0.1
W0,6,165,2,3,0.15
W0,6,165,3,1,0.05
W0,6,165,4,6,0.3
W0,6,165,5,4,0.2
W0,6,165,6,3,0.15
W0,6,165,7,1,0.05
W0,6,166,1,3,0.15
W0,6,166,2,3,0.15
W0,6,166,3,1,0.05
W0,6,166,4,5,0.25
W0,6,166,5,3,0.15
W0,6,166,6,4,0.2
W0,6,166,7,1,0.05
W0,6,167,1,1,0.05
W0,6,167,2,4,0.2
W0,6,167,3,2,0.1
W0,6,167,4,7,0.35
W0,6,167,5,1,0.05
W0,6,167,6,5,0.25
W0,6,167,7,0,0
W0,6,168,1,3,0.15
W0,6,168,2,3,0.15
W0,6,168,3,2,0.1
W0,6,168,4,4,0.2
W0,6,168,5,2,0.1
W0,6,168,6,6,0.3
W0,6,168,7,0,0
W0,6,169,1,2,0.1
W0,6,169,2,3,0.15
W0,6,169,3,3,0.15
W0,6,169,4,7,0.35
W0,6,169,5,1,0.05
W0,6,169,6,3,0.15
W0,6,169,7,1,0.05
W0,6,170,1,2,0.1
W0,6,170,2,5,0.25
W0,6,170,3,2,0.1
W0,6,170,4,1,0.05
W0,6,170,5,3,0.15
W0,6,170,6,7,0.35
W0,6,170,7,0,0
W0,6,171,1,0,0
W0,6,171,2,4,0.2
W0,6,171,3,3,0.15
W0,6,171,4,4,0.2
W0,6,171,5,5,0.25
W0,6,171,6,4,0.2
W0,6,171,7,0,0
W0,6,172,1,0,0
W0,6,172,2,4,0.2
W0,6,172,3,2,0.1
W0,6,172,4,6,0.3
W0,6,172,5,4,0.2
W0,6,172,6,4,0.2
W0,6,172,7,0,0
W0,6,173,1,0,0
W0,6,173,2,6,0.3
W0,6,173,3,1,0.05
W0,6,173,4,4,0.2
W0,6,173,5,3,0.15
W0,6,173,6,6,0.3
W0,6,173,7,0,0
W0,6,174,1,1,0.05
W0,6,174,2,4,0.2
W0,6,174,3,1,0.05
W0,6,174,4,7,0.35
W0,6,174,5,3,0.15
W0,6,174,6,3,0.15
W0,6,174,7,1,0.05
W0,6,175,1,2,0.1
W0,6,175,2,3,0.15
W0,6,175,3,1,0.05
W0,6,175,4,7,0.35
W0,6,175,5,2,0.1
W0,6,175,6,5,0.25
W0,6,175,7,0,0
W0,6,176,1,2,0.1
W0,6,176,2,3,0.15
W0,6,176,3,2,0.1
W0,6,176,4,8,0.4
W0,6,176,5,1,0.05
W0,6,176,6,3,0.15
W0,6,176,7,1,0.05
W0,6,177,1,1,0.05
W0,6,177,2,4,0.2
W0,6,177,3,3,0.15
W0,6,177,4,7,0.35
W0,6,177,5,1,0.05
W0,6,177,6,3,0.15
W0,6,177,7,1,0.05
W0,6,178,1,0,0
W0,6,178,2,4,0.2
W0,6,178,3,2,0.1
W0,6,178,4,5,0.25
W0,6,178,5,6,0.3
W0,6,178,6,2,0.1
W0,6,178,7,1,0.05
W0,6,179,1,0,0
W0,6,179,2,7,0.35
W0,6,179,3,1,0.05
W0,6,179,4,4,0.2
W0,6,179,5,1,0.05
W0,6,179,6,7,0.35
W0,6,179,7,0,0
W0,6,180,1,1,0.05
W0,6,180,2,4,0.2
W0,6,180,3,2,0.1
W0,6,180,4,5,0.25
W0,6,180,5,3,0.15
W0,6,180,6,5,0.25
W0,6,180,7,0,0
W0,6,181,1,0,0
W0,6,181,2,4,0.2
W0,6,181,3,2,0.1
W0,6,181,4,6,0.3
W0,6,181,5,4,0.2
W0,6,181,6,4,0.2
W0,6,181,7,0,0
W0,6,182,1,0,0
W0,6,182,2,4,0.2
W0,6,182,3,2,0.1
W0,6,182,4,7,0.35
W0,6,182,5,3,0.15
W0,6,182,6,4,0.2
W0,6,182,7,0,0
W0,6,183,1,1,0.05
W0,6,183,2,4,0.2
W0,6,183,3,1,0.05
W0,6,183,4,7,0.35
W0,6,183,5,3,0.15
W0,6,183,6,3,0.15
W0,6,183,7,1,0.05
W0,6,184,1,2,0.1
W0,6,184,2,3,0.15
W0,6,184,3,3,0.15
W0,6,184,4,6,0.3
W0,6,184,5,2,0.1
W0,6,184,6,3,0.15
W0,6,184,7,1,0.05
W0,6,185,1,0,0
W0,6,185,2,5,0.25
W0,6,185,3,0,0
W0,6,185,4,9,0.45
W0,6,185,5,1,0.05
W0,6,185,6,5,0.25
W0,6,185,7,0,0
W0,6,186,1,1,0.05
W0,6,186,2,3,0.15
W0,6,186,3,1,0.05
W0,6,186,4,9,0.45
W0,6,186,5,3,0.15
W0,6,186,6,2,0.1
W0,6,186,7,1,0.05
W0,6,187,1,0,0
W0,6,187,2,5,0.25
W0,6,187,3,5,0.25
W0,6,187,4,1,0.05
W0,6,187,5,4,0.2
W0,6,187,6,5,0.25
W0,6,187,7,0,0
W0,6,188,1,0,0
W0,6,188,2,6,0.3
W0,6,188,3,3,0.15
W0,6,188,4,5,0.25
W0,6,188,5,0,0
W0,6,188,6,6,0.3
W0,6,188,7,0,0
W0,6,189,1,2,0.1
W0,6,189,2,2,0.1
W0,6,189,3,4,0.2
W0,6,189,4,5,0.25
W0,6,189,5,3,0.15
W0,6,189,6,4,0.2
W0,6,189,7,0,0
W0,6,190,1,3,0.15
W0,6,190,2,3,0.15
W0,6,190,3,4,0.2
W0,6,190,4,3,0.15
W0,6,190,5,2,0.1
W0,6,190,6,4,0.2
W0,6,190,7,1,0.05
W0,6,191,1,1,0.05
W0,6,191,2,4,0.2
W0,6,191,3,4,0.2
W0,6,191,4,2,0.1
W0,6,191,5,4,0.2
W0,6,191,6,5,0.25
W0,6,191,7,0,0
W0,6,192,1,2,0.1
W0,6,192,2,4,0.2
W0,6,192,3,1,0.05
W0,6,192,4,3,0.15
W0,6,192,5,4,0.2
W0,6,192,6,6,0.3
W0,6,192,7,0,0
W0,6,193,1,2,0.1
W0,6,193,2,2,0.1
W0,6,193,3,4,0.2
W0,6,193,4,5,0.25
W0,6,193,5,3,0.15
W0,6,193,6,4,0.2
W0,6,193,7,0,0
W0,6,194,1,2,0.1
W0,6,194,2,4,0.2
W0,6,194,3,3,0.15
W0,6,194,4,5,0.25
W0,6,194,5,1,0.05
W0,6,194,6,4,0.2
W0,6,194,7,1,0.05
W0,6,195,1,3,0.15
W0,6,195,2,3,0.15
W0,6,195,3,2,0.1
W0,6,195,4,5,0.25
W0,6,195,5,1,0.05
W0,6,195,6,6,0.3
W0,6,195,7,0,0
W0,6,196,1,2,0.1
W0,6,196,2,2,0.1
W0,6,196,3,4,0.2
W0,6,196,4,5,0.25
W0,6,196,5,3,0.15
W0,6,196,6,4,0.2
W0,6,196,7,0,0
W0,6,197,1,2,0.1
W0,6,197,2,2,0.1
W0,6,197,3,2,0.1
W0,6,197,4,8,0.4
W0,6,197,5,2,0.1
W0,6,197,6,4,0.2
W0,6,197,7,0,0
W0,6,198,1,1,0.05
W0,6,198,2,5,0.25
W0,6,198,3,2,0.1
W0,6,198,4,6,0.3
W0,6,198,5,0,0
W0,6,198,6,6,0.3
W0,6,198,7,0,0
W0,6,199,1,0,0
W0,6,199,2,4,0.2
W0,6,199,3,1,0.05
W0,6,199,4,9,0.45
W0,6,199,5,3,0.15
W0,6,199,6,2,0.1
W0,6,199,7,1,0.05
W0,6,200,1,1,0.05
W0,6,200,2,4,0.2
W0,6,200,3,2,0.1
W0,6,200,4,7,0.35
W0,6,200,5,2,0.1
W0,6,200,6,3,0.15
W0,6,200,7,1,0.05
W0,6,201,1,3,0.15
W0,6,201,2,3,0.15
W0,6,201,3,2,0.1
W0,6,201,4,2,0.1
W0,6,201,5,4,0.2
W0,6,201,6,6,0.3
W0,6,201,7,0,0
W0,6,202,1,2,0.1
W0,6,202,2,3,0.15
W0,6,202,3,3,0.15
W0,6,202,4,6,0.3
W0,6,202,5,1,0.05
W0,6,202,6,5,0.25
W0,6,202,7,0,0
W0,6,203,1,0,0
W0,6,203,2,6,0.3
W0,6,203,3,2,0.1
W0,6,203,4,5,0.25
W0,6,203,5,1,0.05
W0,6,203,6,6,0.3
W0,6,203,7,0,0
W0,6,204,1,1,0.05
W0,6,204,2,4,0.2
W0,6,204,3,2,0.1
W0,6,204,4,3,0.15
W0,6,204,5,5,0.25
W0,6,204,6,5,0.25
W0,6,204,7,0,0
W0,6,205,1,0,0
W0,6,205,2,5,0.25
W0,6,205,3,3,0.15
W0,6,205,4,6,0.3
W0,6,205,5,1,0.05
W0,6,205,6,5,0.25
W0,6,205,7,0,0
W0,6,206,1,2,0.1
W0,6,206,2,5,0.25
W0,6,206,3,1,0.05
W0,6,206,4,4,0.2
W0,6,206,5,2,0.1
W0,6,206,6,5,0.25
W0,6,206,7,1,0.05
W0,6,207,1,1,0.05
W0,6,207,2,5,0.25
W0,6,207,3,3,0.15
W0,6,207,4,4,0.2
W0,6,207,5,1,0.05
W0,6,207,6,6,0.3
W0,6,207,7,0,0
W0,6,208,1,1,0.05
W0,6,208,2,5,0.25
W0,6,208,3,0,0
W0,6,208,4,5,0.25
W0,6,208,5,4,0.2
W0,6,208,6,4,0.2
W0,6,208,7,1,0.05
W0,6,209,1,1,0.05
W0,6,209,2,4,0.2
W0,6,209,3,2,0.1
W0,6,209,4,6,0.3
W0,6,209,5,2,0.1
W0,6,209,6,5,0.25
W0,6,209,7,0,0
W0,6,210,1,3,0.15
W0,6,210,2,3,0.15
W0,6,210,3,2,0.1
W0,6,210,4,4,0.2
W0,6,210,5,3,0.15
W0,6,210,6,4,0.2
W0,6,210,7,1,0.05
W0,6,211,1,1,0.05
W0,6,211,2,4,0.2
W0,6,211,3,3,0.15
W0,6,211,4,7,0.35
W0,6,211,5,1,0.05
W0,6,211,6,3,0.15
W0,6,211,7,1,0.05
W0,6,212,1,0,0
W0,6,212,2,3,0.15
W0,6,212,3,5,0.25
W0,6,212,4,6,0.3
W0,6,212,5,4,0.2
W0,6,212,6,1,0.05
W0,6,212,7,1,0.05
W0,6,213,1,4,0.2
W0,6,213,2,1,0.05
W0,6,213,3,4,0.2
W0,6,213,4,3,0.15
W0,6,213,5,3,0.15
W0,6,213,6,5,0.25
W0,6,213,7,0,0
W0,6,214,1,1,0.05
W0,6,214,2,3,0.15
W0,6,214,3,2,0.1
W0,6,214,4,7,0.35
W0,6,214,5,3,0.15
W0,6,214,6,4,0.2
W0,6,214,7,0,0
W0,6,215,1,0,0
W0,6,215,2,5,0.25
W0,6,215,3,4,0.2
W0,6,215,4,3,0.15
W0,6,215,5,3,0.15
W0,6,215,6,5,0.25
W0,6,215,7,0,0
W0,6,216,1,0,0
W0,6,216,2,5,0.25
W0,6,216,3,1,0.05
W0,6,216,4,6,0.3
W0,6,216,5,3,0.15
W0,6,216,6,5,0.25
W0,6,216,7,0,0
W0,6,217,1,1,0.05
W0,6,217,2,3,0.15
W0,6,217,3,3,0.15
W0,6,217,4,7,0.35
W0,6,217,5,2,0.1
W0,6,217,6,4,0.2
W0,6,217,7,0,0
W0,6,218,1,1,0.05
W0,6,218,2,4,0.2
W0,6,218,3,4,0.2
W0,6,218,4,3,0.15
W0,6,218,5,3,0.15
W0,6,218,6,5,0.25
W0,6,218,7,0,0
W0,6,219,1,1,0.05
W0,6,219,2,3,0.15
W0,6,219,3,3,0.15
W0,6,219,4,7,0.35
W0,6,219,5,3,0.15
W0,6,219,6,2,0.1
W0,6,219,7,1,0.05
W0,6,220,1,1,0.05
W0,6,220,2,4,0.2
W0,6,220,3,2,0.1
W0,6,220,4,7,0.35
W0,6,220,5,1,0.05
W0,6,220,6,5,0.25
W0,6,220,7,0,0
W0,6,221,1,1,0.05
W0,6,221,2,3,0.15
W0,6,221,3,2,0.1
W0,6,221,4,7,0.35
W0,6,221,5,3,0.15
W0,6,221,6,4,0.2
W0,6,221,7,0,0
W0,6,222,1,1,0.05
W0,6,222,2,3,0.15
W0,6,222,3,3,0.15
W0,6,222,4,5,0.25
W0,6,222,5,4,0.2
W0,6,222,6,4,0.2
W0,6,222,7,0,0
W0,6,223,1,1,0.05
W0,6,223,2,3,0.15
W0,6,223,3,3,0.15
W0,6,223,4,7,0.35
W0,6,223,5,2,0.1
W0,6,223,6,4,0.2
W0,6,223,7,0,0
W0,6,224,1,1,0.05
W0,6,224,2,5,0.25
W0,6,224,3,5,0.25
W0,6,224,4,2,0.1
W0,6,224,5,2,0.1
W0,6,224,6,4,0.2
W0,6,224,7,1,0.05
W0,6,225,1,3,0.15
W0,6,225,2,4,0.2
W0,6,225,3,3,0.15
W0,6,225,4,4,0.2
W0,6,225,5,0,0
W0,6,225,6,5,0.25
W0,6,225,7,1,0.05
W0,6,226,1,1,0.05
W0,6,226,2,4,0.2
W0,6,226,3,2,0.1
W0,6,226,4,6,0.3
W0,6,226,5,2,0.1
W0,6,226,6,5,0.25
W0,6,226,7,0,0
W0,6,227,1,1,0.05
W0,6,227,2,3,0.15
W0,6,227,3,1,0.05
W0,6,227,4,10,0.5
W0,6,227,5,1,0.05
W0,6,227,6,4,0.2
W0,6,227,7,0,0
W0,6,228,1,2,0.1
W0,6,228,2,2,0.1
W0,6,228,3,2,0.1
W0,6,228,4,8,0.4
W0,6,228,5,2,0.1
W0,6,228,6,4,0.2
W0,6,228,7,0,0
W0,6,229,1,0,0
W0,6,229,2,5,0.25
W0,6,229,3,3,0.15
W0,6,229,4,2,0.1
W0,6,229,5,6,0.3
W0,6,229,6,3,0.15
W0,6,229,7,1,0.05
W0,6,230,1,1,0.05
W0,6,230,2,3,0.15
W0,6,230,3,4,0.2
W0,6,230,4,3,0.15
W0,6,230,5,5,0.25
W0,6,230,6,4,0.2
W0,6,230,7,0,0
W0,6,231,1,2,0.1
W0,6,231,2,3,0.15
W0,6,231,3,2,0.1
W0,6,231,4,7,0.35
W0,6,231,5,2,0.1
W0,6,231,6,3,0.15
W0,6,231,7,1,0.05
W0,6,232,1,3,0.15
W0,6,232,2,2,0.1
W0,6,232,3,4,0.2
W0,6,232,4,4,0.2
W0,6,232,5,3,0.15
W0,6,232,6,3,0.15
W0,6,232,7,1,0.05
W0,6,233,1,2,0.1
W0,6,233,2,4,0.2
W0,6,233,3,4,0.2
W0,6,233,4,5,0.25
W0,6,233,5,1,0.05
W0,6,233,6,2,0.1
W0,6,233,7,2,0.1
W0,6,234,1,1,0.05
W0,6,234,2,5,0.25
W0,6,234,3,1,0.05
W0,6,234,4,5,0.25
W0,6,234,5,2,0.1
W0,6,234,6,6,0.3
W0,6,234,7,0,0
W0,6,235,1,1,0.05
W0,6,235,2,4,0.2
W0,6,235,3,3,0.15
W0,6,235,4,7,0.35
W0,6,235,5,1,0.05
W0,6,235,6,3,0.15
W0,6,235,7,1,0.05
W0,6,236,1,0,0
W0,6,236,2,6,0.3
W0,6,236,3,3,0.15
W0,6,236,4,2,0.1
W0,6,236,5,3,0.15
W0,6,236,6,6,0.3
W0,6,236,7,0,0
W0,6,237,1,1,0.05
W0,6,237,2,4,0.2
W0,6,237,3,2,0.1
W0,6,237,4,6,0.3
W0,6,237,5,2,0.1
W0,6,237,6,5,0.25
W0,6,237,7,0,0
W0,6,238,1,3,0.15
W0,6,238,2,2,0.1
W0,6,238,3,3,0.15
W0,6,238,4,5,0.25
W0,6,238,5,2,0.1
W0,6,238,6,5,0.25
W0,6,238,7,0,0
W0,6,239,1,0,0
W0,6,239,2,5,0.25
W0,6,239,3,4,0.2
W0,6,239,4,5,0.25
W0,6,239,5,1,0.05
W0,6,239,6,5,0.25
W0,6,239,7,0,0
W0,6,240,1,1,0.05
W0,6,240,2,5,0.25
W0,6,240,3,1,0.05
W0,6,240,4,6,0.3
W0,6,240,5,1,0.05
W0,6,240,6,6,0.3
W0,6,240,7,0,0
W0,6,241,1,1,0.05
W0,6,241,2,4,0.2
W0,6,241,3,2,0.1
W0,6,241,4,6,0.3
W0,6,241,5,3,0.15
W0,6,241,6,3,0.15
W0,6,241,7,1,0.05
W0,6,242,1,2,0.1
W0,6,242,2,1,0.05
W0,6,242,3,6,0.3
W0,6,242,4,4,0.2
W0,6,242,5,5,0.25
W0,6,242,6,1,0.05
W0,6,242,7,1,0.05
W0,6,243,1,2,0.1
W0,6,243,2,3,0.15
W0,6,243,3,1,0.05
W0,6,243,4,7,0.35
W0,6,243,5,2,0.1
W0,6,243,6,5,0.25
W0,6,243,7,0,0
W0,6,244,1,0,0
W0,6,244,2,4,0.2
W0,6,244,3,4,0.2
W0,6,244,4,3,0.15
W0,6,244,5,5,0.25
W0,6,244,6,4,0.2
W0,6,244,7,0,0
W0,6,245,1,1,0.05
W0,6,245,2,2,0.1
W0,6,245,3,2,0.1
W0,6,245,4,10,0.5
W0,6,245,5,3,0.15
W0,6,245,6,1,0.05
W0,6,245,7,1,0.05
W0,6,246,1,0,0
W0,6,246,2,4,0.2
W0,6,246,3,1,0.05
W0,6,246,4,10,0.5
W0,6,246,5,2,0.1
W0,6,246,6,2,0.1
W0,6,246,7,1,0.05
W0,6,247,1,0,0
W0,6,247,2,6,0.3
W0,6,247,3,4,0.2
W0,6,247,4,3,0.15
W0,6,247,5,2,0.1
W0,6,247,6,4,0.2
W0,6,247,7,1,0.05
W0,6,248,1,1,0.05
W0,6,248,2,4,0.2
W0,6,248,3,1,0.05
W0,6,248,4,7,0.35
W0,6,248,5,2,0.1
W0,6,248,6,5,0.25
W0,6,248,7,0,0
W0,6,249,1,2,0.1
W0,6,249,2,5,0.25
W0,6,249,3,1,0.05
W0,6,249,4,5,0.25
W0,6,249,5,1,0.05
W0,6,249,6,5,0.25
W0,6,249,7,1,0.05
W0,6,250,1,0,0
W0,6,250,2,5,0.25
W0,6,250,3,3,0.15
W0,6,250,4,5,0.25
W0,6,250,5,3,0.15
W0,6,250,6,3,0.15
W0,6,250,7,1,0.05
W0,6,251,1,2,0.1
W0,6,251,2,4,0.2
W0,6,251,3,2,0.1
W0,6,251,4,4,0.2
W0,6,251,5,2,0.1
W0,6,251,6,6,0.3
W0,6,251,7,0,0
W0,6,252,1,0,0
W0,6,252,2,6,0.3
W0,6,252,3,2,0.1
W0,6,252,4,4,0.2
W0,6,252,5,3,0.15
W0,6,252,6,4,0.2
W0,6,252,7,1,0.05
W0,6,253,1,1,0.05
W0,6,253,2,3,0.15
W0,6,253,3,1,0.05
W0,6,253,4,10,0.5
W0,6,253,5,2,0.1
W0,6,253,6,2,0.1
W0,6,253,7,1,0.05
W0,6,254,1,2,0.1
W0,6,254,2,3,0.15
W0,6,254,3,2,0.1
W0,6,254,4,5,0.25
W0,6,254,5,3,0.15
W0,6,254,6,5,0.25
W0,6,254,7,0,0
W0,6,255,1,2,0.1
W0,6,255,2,2,0.1
W0,6,255,3,3,0.15
W0,6,255,4,6,0.3
W0,6,255,5,3,0.15
W0,6,255,6,4,0.2
W0,6,255,7,0,0
W0,6,256,1,1,0.05
W0,6,256,2,4,0.2
W0,6,256,3,4,0.2
W0,6,256,4,4,0.2
W0,6,256,5,3,0.15
W0,6,256,6,3,0.15
W0,6,256,7,1,0.05
W0,6,257,1,2,0.1
W0,6,257,2,1,0.05
W0,6,257,3,3,0.15
W0,6,257,4,9,0.45
W0,6,257,5,3,0.15
W0,6,257,6,1,0.05
W0,6,257,7,1,0.05
W0,6,258,1,1,0.05
W0,6,258,2,4,0.2
W0,6,258,3,4,0.2
W0,6,258,4,5,0.25
W0,6,258,5,2,0.1
W0,6,258,6,3,0.15
W0,6,258,7,1,0.05
W0,6,259,1,2,0.1
W0,6,259,2,5,0.25
W0,6,259,3,2,0.1
W0,6,259,4,1,0.05
W0,6,259,5,3,0.15
W0,6,259,6,7,0.35
W0,6,259,7,0,0
W0,6,260,1,2,0.1
W0,6,260,2,4,0.2
W0,6,260,3,1,0.05
W0,6,260,4,3,0.15
W0,6,260,5,5,0.25
W0,6,260,6,4,0.2
W0,6,260,7,1,0.05
W0,6,261,1,0,0
W0,6,261,2,4,0.2
W0,6,261,3,3,0.15
W0,6,261,4,6,0.3
W0,6,261,5,4,0.2
W0,6,261,6,2,0.1
W0,6,261,7,1,0.05
W0,6,262,1,2,0.1
W0,6,262,2,3,0.15
W0,6,262,3,2,0.1
W0,6,262,4,8,0.4
W0,6,262,5,1,0.05
W0,6,262,6,3,0.15
W0,6,262,7,1,0.05
W0,6,263,1,3,0.15
W0,6,263,2,3,0.15
W0,6,263,3,3,0.15
W0,6,263,4,2,0.1
W0,6,263,5,4,0.2
W0,6,263,6,4,0.2
W0,6,263,7,1,0.05
W0,6,264,1,1,0.05
W0,6,264,2,4,0.2
W0,6,264,3,4,0.2
W0,6,264,4,5,0.25
W0,6,264,5,1,0.05
W0,6,264,6,5,0.25
W0,6,264,7,0,0
W0,6,265,1,1,0.05
W0,6,265,2,4,0.2
W0,6,265,3,2,0.1
W0,6,265,4,5,0.25
W0,6,265,5,4,0.2
W0,6,265,6,3,0.15
W0,6,265,7,1,0.05
W0,6,266,1,2,0.1
W0,6,266,2,2,0.1
W0,6,266,3,2,0.1
W0,6,266,4,8,0.4
W0,6,266,5,3,0.15
W0,6,266,6,2,0.1
W0,6,266,7,1,0.05
W0,6,267,1,1,0.05
W0,6,267,2,4,0.2
W0,6,267,3,4,0.2
W0,6,267,4,5,0.25
W0,6,267,5,2,0.1
W0,6,267,6,3,0.15
W0,6,267,7,1,0.05
W0,6,268,1,1,0.05
W0,6,268,2,4,0.2
W0,6,268,3,3,0.15
W0,6,268,4,5,0.25
W0,6,268,5,2,0.1
W0,6,268,6,5,0.25
W0,6,268,7,0,0
W0,6,269,1,1,0.05
W0,6,269,2,4,0.2
W0,6,269,3,2,0.1
W0,6,269,4,5,0.25
W0,6,269,5,3,0.15
W0,6,269,6,5,0.25
W0,6,269,7,0,0
W0,6,270,1,0,0
W0,6,270,2,6,0.3
W0,6,270,3,2,0.1
W0,6,270,4,1,0.05
W0,6,270,5,6,0.3
W0,6,270,6,4,0.2
W0,6,270,7,1,0.05
W0,6,271,1,1,0.05
W0,6,271,2,3,0.15
W0,6,271,3,1,0.05
W0,6,271,4,9,0.45
W0,6,271,5,2,0.1
W0,6,271,6,4,0.2
